Epoch,Accuracy,Loss
1.090000000000000000e+02,5.000000000000000000e-01,6.931205987930297852e-01
1.100000000000000000e+02,5.000000000000000000e-01,6.938232779502868652e-01
1.110000000000000000e+02,5.000000000000000000e-01,6.931496858596801758e-01
1.120000000000000000e+02,5.000000000000000000e-01,6.930879354476928711e-01
1.130000000000000000e+02,5.000000000000000000e-01,6.925354003906250000e-01
1.140000000000000000e+02,5.000000000000000000e-01,6.931495666503906250e-01
1.150000000000000000e+02,5.000000000000000000e-01,6.931495666503906250e-01
1.160000000000000000e+02,5.000000000000000000e-01,6.931495666503906250e-01
1.170000000000000000e+02,5.000000000000000000e-01,6.930587887763977051e-01
1.180000000000000000e+02,5.000000000000000000e-01,6.937616467475891113e-01
1.190000000000000000e+02,5.000000000000000000e-01,6.931785941123962402e-01
1.200000000000000000e+02,5.000000000000000000e-01,6.931495666503906250e-01
1.210000000000000000e+02,5.000000000000000000e-01,6.931495666503906250e-01
1.220000000000000000e+02,5.000000000000000000e-01,6.931184530258178711e-01
1.230000000000000000e+02,5.000000000000000000e-01,6.931495666503906250e-01
1.240000000000000000e+02,5.000000000000000000e-01,6.924740076065063477e-01
1.250000000000000000e+02,5.000000000000000000e-01,6.938847899436950684e-01
1.260000000000000000e+02,5.000000000000000000e-01,6.931204199790954590e-01
1.270000000000000000e+02,5.000000000000000000e-01,6.931495666503906250e-01
1.280000000000000000e+02,5.000000000000000000e-01,6.931495666503906250e-01
1.290000000000000000e+02,5.000000000000000000e-01,6.931785941123962402e-01
1.300000000000000000e+02,5.000000000000000000e-01,6.931184530258178711e-01
1.310000000000000000e+02,5.000000000000000000e-01,6.925063133239746094e-01
1.320000000000000000e+02,5.000000000000000000e-01,6.931495666503906250e-01
1.330000000000000000e+02,5.000000000000000000e-01,6.924738883972167969e-01
1.340000000000000000e+02,5.000000000000000000e-01,6.937323808670043945e-01
1.350000000000000000e+02,5.000000000000000000e-01,6.931785941123962402e-01
1.360000000000000000e+02,5.000000000000000000e-01,6.924737691879272461e-01
1.370000000000000000e+02,5.000000000000000000e-01,6.924737691879272461e-01
1.380000000000000000e+02,5.000000000000000000e-01,6.931167840957641602e-01
1.390000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
1.400000000000000000e+02,5.000000000000000000e-01,6.932110786437988281e-01
1.410000000000000000e+02,5.000000000000000000e-01,6.931818723678588867e-01
1.420000000000000000e+02,5.000000000000000000e-01,6.930877566337585449e-01
1.430000000000000000e+02,5.000000000000000000e-01,6.932400465011596680e-01
1.440000000000000000e+02,5.000000000000000000e-01,6.931785345077514648e-01
1.450000000000000000e+02,5.000000000000000000e-01,6.931785345077514648e-01
1.460000000000000000e+02,5.000000000000000000e-01,6.938526034355163574e-01
1.470000000000000000e+02,5.000000000000000000e-01,6.931494474411010742e-01
1.480000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
1.490000000000000000e+02,5.000000000000000000e-01,6.938234567642211914e-01
1.500000000000000000e+02,5.000000000000000000e-01,6.930876970291137695e-01
1.510000000000000000e+02,5.000000000000000000e-01,6.931495666503906250e-01
1.520000000000000000e+02,5.000000000000000000e-01,6.931167840957641602e-01
1.530000000000000000e+02,5.000000000000000000e-01,6.931494474411010742e-01
1.540000000000000000e+02,5.000000000000000000e-01,6.932110190391540527e-01
1.550000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
1.560000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
1.570000000000000000e+02,5.000000000000000000e-01,6.931495666503906250e-01
1.580000000000000000e+02,5.000000000000000000e-01,6.938234567642211914e-01
1.590000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
1.600000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
1.610000000000000000e+02,5.000000000000000000e-01,6.931167840957641602e-01
1.620000000000000000e+02,5.000000000000000000e-01,6.938233375549316406e-01
1.630000000000000000e+02,5.000000000000000000e-01,6.938233375549316406e-01
1.640000000000000000e+02,5.000000000000000000e-01,6.931495666503906250e-01
1.650000000000000000e+02,5.000000000000000000e-01,6.931785345077514648e-01
1.660000000000000000e+02,5.000000000000000000e-01,6.931494474411010742e-01
1.670000000000000000e+02,5.000000000000000000e-01,6.938233375549316406e-01
1.680000000000000000e+02,5.000000000000000000e-01,6.938233375549316406e-01
1.690000000000000000e+02,5.000000000000000000e-01,6.924737095832824707e-01
1.700000000000000000e+02,5.000000000000000000e-01,6.931784749031066895e-01
1.710000000000000000e+02,5.000000000000000000e-01,6.930876970291137695e-01
1.720000000000000000e+02,5.000000000000000000e-01,6.930585503578186035e-01
1.730000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
1.740000000000000000e+02,5.000000000000000000e-01,6.938232779502868652e-01
1.750000000000000000e+02,5.000000000000000000e-01,6.924735307693481445e-01
1.760000000000000000e+02,5.000000000000000000e-01,6.931495666503906250e-01
1.770000000000000000e+02,5.000000000000000000e-01,6.924737691879272461e-01
1.780000000000000000e+02,5.000000000000000000e-01,6.932110786437988281e-01
1.790000000000000000e+02,5.000000000000000000e-01,6.931493878364562988e-01
1.800000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
1.810000000000000000e+02,5.000000000000000000e-01,6.930567026138305664e-01
1.820000000000000000e+02,5.000000000000000000e-01,6.931495666503906250e-01
1.830000000000000000e+02,5.000000000000000000e-01,6.930876970291137695e-01
1.840000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
1.850000000000000000e+02,5.000000000000000000e-01,6.930586099624633789e-01
1.860000000000000000e+02,5.000000000000000000e-01,6.931203603744506836e-01
1.870000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
1.880000000000000000e+02,5.000000000000000000e-01,6.932400465011596680e-01
1.890000000000000000e+02,5.000000000000000000e-01,6.931203603744506836e-01
1.900000000000000000e+02,5.000000000000000000e-01,6.938847899436950684e-01
1.910000000000000000e+02,5.000000000000000000e-01,6.931148171424865723e-01
1.920000000000000000e+02,5.000000000000000000e-01,6.930857896804809570e-01
1.930000000000000000e+02,5.000000000000000000e-01,6.931494474411010742e-01
1.940000000000000000e+02,5.000000000000000000e-01,6.931494474411010742e-01
1.950000000000000000e+02,5.000000000000000000e-01,6.925352811813354492e-01
1.960000000000000000e+02,5.000000000000000000e-01,6.931203603744506836e-01
1.970000000000000000e+02,5.000000000000000000e-01,6.931492090225219727e-01
1.980000000000000000e+02,5.000000000000000000e-01,6.931494474411010742e-01
1.990000000000000000e+02,5.000000000000000000e-01,6.931492090225219727e-01
2.000000000000000000e+02,5.000000000000000000e-01,6.938229799270629883e-01
2.010000000000000000e+02,5.000000000000000000e-01,6.931784749031066895e-01
2.020000000000000000e+02,5.000000000000000000e-01,6.924737691879272461e-01
2.030000000000000000e+02,5.000000000000000000e-01,6.931494474411010742e-01
2.040000000000000000e+02,5.000000000000000000e-01,6.938232183456420898e-01
2.050000000000000000e+02,5.000000000000000000e-01,6.930875778198242188e-01
2.060000000000000000e+02,5.000000000000000000e-01,6.924737691879272461e-01
2.070000000000000000e+02,5.000000000000000000e-01,6.931494474411010742e-01
2.080000000000000000e+02,5.000000000000000000e-01,6.931494474411010742e-01
2.090000000000000000e+02,5.000000000000000000e-01,6.931494474411010742e-01
2.100000000000000000e+02,5.000000000000000000e-01,6.931494474411010742e-01
2.110000000000000000e+02,5.000000000000000000e-01,6.924737691879272461e-01
2.120000000000000000e+02,5.000000000000000000e-01,6.924737691879272461e-01
2.130000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
2.140000000000000000e+02,5.000000000000000000e-01,6.925025582313537598e-01
2.150000000000000000e+02,5.000000000000000000e-01,6.931785345077514648e-01
2.160000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
2.170000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
2.180000000000000000e+02,5.000000000000000000e-01,6.937941312789916992e-01
2.190000000000000000e+02,5.000000000000000000e-01,6.930876970291137695e-01
2.200000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
2.210000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
2.220000000000000000e+02,5.000000000000000000e-01,6.931474208831787109e-01
2.230000000000000000e+02,5.000000000000000000e-01,6.932110786437988281e-01
2.240000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
2.250000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
2.260000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
2.270000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
2.280000000000000000e+02,5.000000000000000000e-01,6.938232779502868652e-01
2.290000000000000000e+02,5.000000000000000000e-01,6.930876970291137695e-01
2.300000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
2.310000000000000000e+02,5.000000000000000000e-01,6.925352811813354492e-01
2.320000000000000000e+02,5.000000000000000000e-01,6.924446225166320801e-01
2.330000000000000000e+02,5.000000000000000000e-01,6.924737691879272461e-01
2.340000000000000000e+02,5.000000000000000000e-01,6.925352811813354492e-01
2.350000000000000000e+02,5.000000000000000000e-01,6.931785345077514648e-01
2.360000000000000000e+02,5.000000000000000000e-01,6.924735307693481445e-01
2.370000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
2.380000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
2.390000000000000000e+02,5.000000000000000000e-01,6.931785345077514648e-01
2.400000000000000000e+02,5.000000000000000000e-01,6.938230991363525391e-01
2.410000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
2.420000000000000000e+02,5.000000000000000000e-01,6.924737691879272461e-01
2.430000000000000000e+02,5.000000000000000000e-01,6.937941312789916992e-01
2.440000000000000000e+02,5.000000000000000000e-01,6.931203603744506836e-01
2.450000000000000000e+02,5.000000000000000000e-01,6.924737691879272461e-01
2.460000000000000000e+02,5.000000000000000000e-01,6.924737691879272461e-01
2.470000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
2.480000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
2.490000000000000000e+02,5.000000000000000000e-01,6.924737691879272461e-01
2.500000000000000000e+02,5.000000000000000000e-01,6.924737691879272461e-01
2.510000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
2.520000000000000000e+02,5.000000000000000000e-01,6.930586099624633789e-01
2.530000000000000000e+02,5.000000000000000000e-01,6.937323808670043945e-01
2.540000000000000000e+02,5.000000000000000000e-01,6.931785345077514648e-01
2.550000000000000000e+02,5.000000000000000000e-01,6.931203603744506836e-01
2.560000000000000000e+02,5.000000000000000000e-01,6.932110786437988281e-01
2.570000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
2.580000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
2.590000000000000000e+02,5.000000000000000000e-01,6.931785345077514648e-01
2.600000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
2.610000000000000000e+02,5.000000000000000000e-01,6.938523054122924805e-01
2.620000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
2.630000000000000000e+02,5.000000000000000000e-01,6.938232779502868652e-01
2.640000000000000000e+02,5.000000000000000000e-01,6.931493282318115234e-01
2.650000000000000000e+02,5.000000000000000000e-01,6.931785345077514648e-01
2.660000000000000000e+02,5.000000000000000000e-01,6.938232779502868652e-01
2.670000000000000000e+02,5.000000000000000000e-01,6.932400465011596680e-01
2.680000000000000000e+02,5.000000000000000000e-01,6.931203603744506836e-01
2.690000000000000000e+02,5.000000000000000000e-01,6.930857896804809570e-01
2.700000000000000000e+02,5.000000000000000000e-01,6.924446225166320801e-01
2.710000000000000000e+02,5.000000000000000000e-01,6.938232779502868652e-01
2.720000000000000000e+02,5.000000000000000000e-01,6.925351619720458984e-01
2.730000000000000000e+02,5.000000000000000000e-01,6.938231587409973145e-01
2.740000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
2.750000000000000000e+02,5.000000000000000000e-01,6.924409866333007812e-01
2.760000000000000000e+02,5.000000000000000000e-01,6.938523054122924805e-01
2.770000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
2.780000000000000000e+02,5.000000000000000000e-01,6.932400465011596680e-01
2.790000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
2.800000000000000000e+02,5.000000000000000000e-01,6.924737691879272461e-01
2.810000000000000000e+02,5.000000000000000000e-01,6.937941312789916992e-01
2.820000000000000000e+02,5.000000000000000000e-01,6.931203603744506836e-01
2.830000000000000000e+02,5.000000000000000000e-01,6.938230991363525391e-01
2.840000000000000000e+02,5.000000000000000000e-01,6.931785345077514648e-01
2.850000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
2.860000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
2.870000000000000000e+02,5.000000000000000000e-01,6.937614679336547852e-01
2.880000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
2.890000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
2.900000000000000000e+02,5.000000000000000000e-01,6.931785345077514648e-01
2.910000000000000000e+02,5.000000000000000000e-01,6.931203603744506836e-01
2.920000000000000000e+02,5.000000000000000000e-01,6.932400465011596680e-01
2.930000000000000000e+02,5.000000000000000000e-01,6.938232779502868652e-01
2.940000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
2.950000000000000000e+02,5.000000000000000000e-01,6.931492686271667480e-01
2.960000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
2.970000000000000000e+02,5.000000000000000000e-01,6.932110786437988281e-01
2.980000000000000000e+02,5.000000000000000000e-01,6.924409866333007812e-01
2.990000000000000000e+02,5.000000000000000000e-01,6.930876970291137695e-01
3.000000000000000000e+02,5.000000000000000000e-01,6.932110786437988281e-01
3.010000000000000000e+02,5.000000000000000000e-01,6.938232779502868652e-01
3.020000000000000000e+02,5.000000000000000000e-01,6.931818723678588867e-01
3.030000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
3.040000000000000000e+02,5.000000000000000000e-01,6.932110786437988281e-01
3.050000000000000000e+02,5.000000000000000000e-01,6.925352811813354492e-01
3.060000000000000000e+02,5.000000000000000000e-01,6.930876970291137695e-01
3.070000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
3.080000000000000000e+02,5.000000000000000000e-01,6.931203603744506836e-01
3.090000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
3.100000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
3.110000000000000000e+02,5.000000000000000000e-01,6.938232779502868652e-01
3.120000000000000000e+02,5.000000000000000000e-01,6.938232779502868652e-01
3.130000000000000000e+02,5.000000000000000000e-01,6.931475400924682617e-01
3.140000000000000000e+02,5.000000000000000000e-01,6.932108998298645020e-01
3.150000000000000000e+02,5.000000000000000000e-01,6.931475400924682617e-01
3.160000000000000000e+02,5.000000000000000000e-01,6.924737691879272461e-01
3.170000000000000000e+02,5.000000000000000000e-01,6.937941312789916992e-01
3.180000000000000000e+02,5.000000000000000000e-01,6.938848495483398438e-01
3.190000000000000000e+02,5.000000000000000000e-01,6.931818723678588867e-01
3.200000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
3.210000000000000000e+02,5.000000000000000000e-01,6.931785345077514648e-01
3.220000000000000000e+02,5.000000000000000000e-01,6.932400465011596680e-01
3.230000000000000000e+02,5.000000000000000000e-01,6.932110786437988281e-01
3.240000000000000000e+02,5.000000000000000000e-01,6.931493282318115234e-01
3.250000000000000000e+02,5.000000000000000000e-01,6.937614679336547852e-01
3.260000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
3.270000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
3.280000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
3.290000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
3.300000000000000000e+02,5.000000000000000000e-01,6.931492686271667480e-01
3.310000000000000000e+02,5.000000000000000000e-01,6.938232779502868652e-01
3.320000000000000000e+02,5.000000000000000000e-01,6.931785345077514648e-01
3.330000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
3.340000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
3.350000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
3.360000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
3.370000000000000000e+02,5.000000000000000000e-01,6.938230991363525391e-01
3.380000000000000000e+02,5.000000000000000000e-01,6.931201219558715820e-01
3.390000000000000000e+02,5.000000000000000000e-01,6.931492686271667480e-01
3.400000000000000000e+02,5.000000000000000000e-01,6.924120187759399414e-01
3.410000000000000000e+02,5.000000000000000000e-01,6.931785345077514648e-01
3.420000000000000000e+02,5.000000000000000000e-01,6.930876970291137695e-01
3.430000000000000000e+02,5.000000000000000000e-01,6.932110786437988281e-01
3.440000000000000000e+02,5.000000000000000000e-01,6.925027370452880859e-01
3.450000000000000000e+02,5.000000000000000000e-01,6.931785345077514648e-01
3.460000000000000000e+02,5.000000000000000000e-01,6.938232779502868652e-01
3.470000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
3.480000000000000000e+02,5.000000000000000000e-01,6.924737691879272461e-01
3.490000000000000000e+02,5.000000000000000000e-01,6.937614679336547852e-01
3.500000000000000000e+02,5.000000000000000000e-01,6.931493282318115234e-01
3.510000000000000000e+02,5.000000000000000000e-01,6.938232779502868652e-01
3.520000000000000000e+02,5.000000000000000000e-01,6.931167244911193848e-01
3.530000000000000000e+02,5.000000000000000000e-01,6.932400465011596680e-01
3.540000000000000000e+02,5.000000000000000000e-01,6.930876970291137695e-01
3.550000000000000000e+02,5.000000000000000000e-01,6.938848495483398438e-01
3.560000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
3.570000000000000000e+02,5.000000000000000000e-01,6.932400465011596680e-01
3.580000000000000000e+02,5.000000000000000000e-01,6.937941312789916992e-01
3.590000000000000000e+02,5.000000000000000000e-01,6.931203603744506836e-01
3.600000000000000000e+02,5.000000000000000000e-01,6.931203603744506836e-01
3.610000000000000000e+02,5.000000000000000000e-01,6.931493282318115234e-01
3.620000000000000000e+02,5.000000000000000000e-01,6.938232779502868652e-01
3.630000000000000000e+02,5.000000000000000000e-01,6.938848495483398438e-01
3.640000000000000000e+02,5.000000000000000000e-01,6.932400465011596680e-01
3.650000000000000000e+02,5.000000000000000000e-01,6.932110786437988281e-01
3.660000000000000000e+02,5.000000000000000000e-01,6.924737691879272461e-01
3.670000000000000000e+02,5.000000000000000000e-01,6.931785345077514648e-01
3.680000000000000000e+02,5.000000000000000000e-01,6.924120187759399414e-01
3.690000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
3.700000000000000000e+02,5.000000000000000000e-01,6.931785345077514648e-01
3.710000000000000000e+02,5.000000000000000000e-01,6.932110786437988281e-01
3.720000000000000000e+02,5.000000000000000000e-01,6.930876970291137695e-01
3.730000000000000000e+02,5.000000000000000000e-01,6.938232779502868652e-01
3.740000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
3.750000000000000000e+02,5.000000000000000000e-01,6.932400465011596680e-01
3.760000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
3.770000000000000000e+02,5.000000000000000000e-01,6.931492686271667480e-01
3.780000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
3.790000000000000000e+02,5.000000000000000000e-01,6.931785345077514648e-01
3.800000000000000000e+02,5.000000000000000000e-01,6.932110786437988281e-01
3.810000000000000000e+02,5.000000000000000000e-01,6.938523054122924805e-01
3.820000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
3.830000000000000000e+02,5.000000000000000000e-01,6.924737691879272461e-01
3.840000000000000000e+02,5.000000000000000000e-01,6.931495070457458496e-01
3.850000000000000000e+02,5.000000000000000000e-01,6.930876970291137695e-01
3.860000000000000000e+02,5.000000000000000000e-01,6.932110786437988281e-01
3.870000000000000000e+02,5.000000000000000000e-01,6.931785345077514648e-01
